district,climate_zone,experience_level,budget_level,farming_setup,soil_type,season,crop_type_preference,water_access,recommendation_1,recommendation_1_score,recommendation_2,recommendation_2_score,recommendation_3,recommendation_3_score,success_probability,estimated_roi,profitability_score,space_required_sqm,growth_duration_days,difficulty_level,market_demand,market_price_per_kg,water_requirement,market_conditions,alternative_crops
Kilinochchi,northern,Beginner,Low,Rooftop,Clay,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.781,47.6,72,1.4,67,2,10,500,Medium,0.84,"Curry Leaves, Basil, Mint"
Negombo,coastal,Beginner,High,Backyard,Sandy,Maha,Herbs,Yes,Chili,99.8,Aloe Vera,97,Tomato,88.7,0.744,111.2,72,2.4,88,2,10,471,Medium,1.04,"Moringa, Eggplant, Lime"
Ratnapura,wet_zone,Intermediate,Low,Rooftop,Red_Earth,Yala,Herbs,No,Aloe Vera,80,Chili,67.4,Curry Leaves,62.4,0.81,43.7,70,2.5,99,1,8,467,Low,1.04,"Capsicum, Mint, Basil"
Matara,coastal,Advanced,Low,Container,Laterite,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.791,180.5,72,1.6,63,2,10,583,Medium,1.1,"Cherry Tomato, Tomato, Capsicum"
Jaffna,northern,Intermediate,Low,Container,Red_Earth,Maha,Vegetables,Yes,Chili,90.7,Eggplant,83.2,Okra,68,0.917,155.6,72,1.4,67,2,9,319,Medium,0.98,"Tomato, Aloe Vera, Cherry Tomato"
Kilinochchi,northern,Advanced,High,Small_Plot,Alluvial,Yala,Leafy_Greens,Yes,Saffron,100,Black Pepper,100,Cardamom,100,0.766,134.3,95,2.1,172,5,10,61585,Medium,1.14,"Dragon Fruit, Mangosteen, Turmeric"
Colombo,coastal,Advanced,Medium,Small_Plot,Alluvial,Yala,Leafy_Greens,Yes,Dragon Fruit,100,Saffron,100,Black Pepper,99.8,0.95,221.3,84,7.1,117,4,10,815,Medium,0.98,"Passion Fruit, Cardamom, Moringa"
Bandarawela,hill_country,Intermediate,Low,Rooftop,Loamy,Maha,Fruits,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.653,124.3,62,1,88,2,8,276,Medium,1.12,"Mint, Chili, Aloe Vera"
Ella,hill_country,Advanced,Medium,Rooftop,Laterite,Maha,Herbs,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.66,62,60,1.8,50,1,7,103,Low,0.82,"Basil, Chili, Coriander"
Kalmunai,wet_zone,Beginner,Medium,Backyard,Red_Earth,Yala,Ayurvedic_Plants,No,Turmeric,94.8,Aloe Vera,80,Lime,74.8,0.897,161.6,76,4.2,243,2,10,333,Medium,0.97,"Baby Corn, Moringa, Chili"
Hambantota,dry_zone,Beginner,Low,Backyard,Clay,Maha,Cash_Crops,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.803,156.8,70,2.6,119,1,10,418,Low,0.93,"Chili, Eggplant, Okra"
Nuwara Eliya,hill_country,Beginner,Low,Backyard,Laterite,Yala,Vegetables,No,Turmeric,94.8,Curry Leaves,83.2,Aloe Vera,80,0.78,88.3,76,3.4,221,2,10,411,Medium,1.17,"Lemon, Baby Corn, Moringa"
Ampara,wet_zone,Beginner,Medium,Small_Plot,Alluvial,Yala,Leafy_Greens,No,Turmeric,94.8,Lime,74.8,Baby Corn,72.3,0.95,55.1,76,2.3,226,2,10,389,Medium,0.98,"Moringa, Papaya, Lemon"
Mullaitivu,northern,Beginner,Low,Container,Red_Earth,Yala,Fruits,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.745,46.2,72,2.1,90,2,10,460,Medium,0.86,"Aloe Vera, Ginger, Bell Pepper"
Kalutara,coastal,Intermediate,Low,Rooftop,Laterite,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,88.2,Capsicum,78.1,0.931,66.6,72,1.9,65,2,10,294,Medium,0.88,"Curry Leaves, Basil, Mint"
Nuwara Eliya,hill_country,Beginner,Low,Rooftop,Loamy,Maha,Ayurvedic_Plants,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.702,148.5,62,1.8,89,2,9,230,Medium,0.84,"Mint, Chili, Aloe Vera"
Kalutara,coastal,Intermediate,Low,Rooftop,Laterite,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.918,105.4,72,1.5,82,2,9,363,Medium,0.96,"Curry Leaves, Basil, Mint"
Kalutara,coastal,Intermediate,Low,Container,Sandy,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.95,49.4,72,1.6,60,2,8,421,Medium,0.9,"Cherry Tomato, Tomato, Capsicum"
Trincomalee,coastal,Intermediate,Low,Rooftop,Sandy,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.942,68.4,72,2.2,83,2,8,357,Medium,1.05,"Curry Leaves, Basil, Mint"
Bandarawela,hill_country,Intermediate,High,Greenhouse,Loamy,Maha,Herbs,Yes,Tomato,88.7,Cherry Tomato,84.4,Brahmi,81.9,0.95,92.9,64,1.4,69,2,8,105,High,0.85,"Bell Pepper, Capsicum, Basil"
Colombo,coastal,Intermediate,Medium,Backyard,Sandy,Yala,Herbs,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.95,51.9,72,1,63,2,10,237,Medium,1.11,"Moringa, Lime, Lemon"
Mannar,northern,Beginner,High,Small_Plot,Clay,Yala,Leafy_Greens,No,Turmeric,78.2,Moringa,70.7,Lime,56.1,0.615,53.1,76,3.2,198,2,9,298,Medium,0.84,"Lemon, Baby Corn, Onion"
Mannar,northern,Beginner,Medium,Container,Red_Earth,Yala,Vegetables,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.945,215.7,72,1,85,2,9,181,Medium,0.9,"Eggplant, Curry Leaves, Bell Pepper"
Kandy,hill_country,Intermediate,Medium,Rooftop,Red_Earth,Maha,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.62,216.3,62,1.5,60,2,10,298,Medium,0.85,"Chili, Aloe Vera, Mint"
Kalmunai,wet_zone,Beginner,Low,Rooftop,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,74.8,Aloe Vera,72.8,Mint,69.3,0.669,46.3,72,2.8,89,2,9,330,Medium,0.92,"Capsicum, Spinach, Curry Leaves"
Anuradhapura,dry_zone,Beginner,Medium,Small_Plot,Alluvial,Maha,Leafy_Greens,Yes,Moringa,85.7,Turmeric,71.8,Lime,62.4,0.865,103.5,68,5.2,93,2,8,428,Low,1.1,"Lemon, Wood Apple, Baby Corn"
Trincomalee,coastal,Beginner,Low,Container,Laterite,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.95,195.2,70,2.9,83,1,10,519,Low,1.11,"Cherry Tomato, Eggplant, Okra"
Kegalle,hill_country,Intermediate,Low,Rooftop,Loamy,Yala,Ayurvedic_Plants,No,Curry Leaves,83.2,Aloe Vera,80,Capsicum,70.3,0.854,68.2,60,1.7,47,1,7,149,Low,0.89,"Chili, Basil, Coriander"
Ratnapura,wet_zone,Beginner,Low,Backyard,Clay,Maha,Ayurvedic_Plants,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.895,56.7,76,2.5,196,2,8,415,Medium,1.03,"Lime, Cucumber, Green Beans"
Badulla,hill_country,Beginner,Medium,Rooftop,Loamy,Maha,Vegetables,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.559,178.8,62,2.3,84,2,9,204,Medium,1.06,"Chili, Aloe Vera, Mint"
Hambantota,dry_zone,Beginner,Low,Rooftop,Clay,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,88.2,Curry Leaves,75.6,0.753,76.8,72,2.2,65,2,9,562,Medium,1.16,"Capsicum, Basil, Mint"
Galle,coastal,Beginner,Medium,Backyard,Sandy,Maha,Leafy_Greens,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.95,63.2,72,1.8,67,2,10,247,Medium,0.87,"Moringa, Eggplant, Lime"
Badulla,hill_country,Beginner,High,Small_Plot,Laterite,Yala,Vegetables,No,Turmeric,100,Lemon,73.7,Baby Corn,72.3,0.95,204,76,4.3,246,2,10,433,Medium,1.11,"Moringa, Lime, Cabbage"
Ratnapura,wet_zone,Advanced,Medium,Rooftop,Clay,Maha,Vegetables,Yes,Chili,68,Aloe Vera,66.2,Mint,63,0.628,124.5,72,1.9,60,2,9,360,Medium,1.06,"Capsicum, Spinach, Curry Leaves"
Hatton,hill_country,Intermediate,Medium,Container,Red_Earth,Maha,Cash_Crops,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.691,58.4,74,2,225,2,8,282,High,0.82,"Brahmi, Bell Pepper, Capsicum"
Ella,hill_country,Intermediate,Low,Rooftop,Laterite,Maha,Cash_Crops,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.869,233,60,1.2,30,1,10,220,Low,1.1,"Basil, Chili, Coriander"
Matara,coastal,Intermediate,Medium,Small_Plot,Laterite,Maha,Fruits,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.95,191.9,78,5.4,112,3,10,685,Medium,1.18,"Lemon, Avocado, Mango"
Ella,hill_country,Beginner,Low,Container,Laterite,Maha,Vegetables,Yes,Ginger,93.2,Tomato,88.7,Cherry Tomato,84.4,0.662,59.8,74,2.6,268,2,10,408,High,1.15,"Bell Pepper, Capsicum, Green Beans"
Nuwara Eliya,hill_country,Advanced,Low,Container,Loamy,Yala,Fruits,Yes,Strawberry,100,Ginger,93.2,Bell Pepper,88.7,0.856,76.1,80,3,61,4,10,939,High,0.88,"Cherry Tomato, Brahmi, Tomato"
Ampara,wet_zone,Intermediate,Medium,Small_Plot,Clay,Yala,Cash_Crops,Yes,Turmeric,100,Avocado,100,Passion Fruit,98.3,0.95,93.7,76,4.1,256,2,9,374,Medium,1.03,"Lime, Baby Corn, Jackfruit"
Badulla,hill_country,Beginner,Medium,Small_Plot,Red_Earth,Yala,Fruits,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.95,60.6,76,2,186,2,10,256,Medium,0.87,"Moringa, Lime, Cabbage"
Puttalam,dry_zone,Intermediate,Low,Rooftop,Alluvial,Maha,Fruits,Yes,Chili,90.7,Aloe Vera,88.2,Curry Leaves,75.6,0.95,51.3,72,2.1,80,2,10,406,Medium,0.81,"Capsicum, Basil, Mint"
Kilinochchi,northern,Beginner,Medium,Rooftop,Red_Earth,Maha,Herbs,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.741,168.9,72,1.1,75,2,10,269,Medium,0.85,"Curry Leaves, Basil, Mint"
Kalutara,coastal,Intermediate,Low,Rooftop,Alluvial,Yala,Vegetables,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.95,98.2,72,2.3,71,2,10,568,Medium,0.91,"Curry Leaves, Basil, Mint"
Ratnapura,wet_zone,Intermediate,Medium,Small_Plot,Red_Earth,Maha,Vegetables,Yes,Avocado,100,Passion Fruit,98.3,Turmeric,95.8,0.877,77.5,82,15,154,3,9,740,Medium,0.88,"Lime, Baby Corn, Jackfruit"
Kilinochchi,northern,Beginner,Low,Backyard,Red_Earth,Yala,Leafy_Greens,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.95,128.8,72,2.7,66,2,10,343,Medium,1,"Okra, Aloe Vera, Moringa"
Mannar,northern,Intermediate,Low,Backyard,Alluvial,Maha,Leafy_Greens,Yes,Chili,90.7,Pomegranate,85.7,Eggplant,83.2,0.888,77.7,72,2,79,2,10,301,Medium,1.06,"Okra, Tomato, Aloe Vera"
Puttalam,dry_zone,Advanced,Low,Container,Alluvial,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.868,78.1,70,1.5,92,1,9,587,Low,1.07,"Eggplant, Okra, Lemongrass"
Polonnaruwa,dry_zone,Beginner,Low,Container,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Eggplant,75.6,0.733,184.1,72,1.6,67,2,10,221,Medium,0.8,"Curry Leaves, Okra, Bell Pepper"
Bandarawela,hill_country,Intermediate,High,Small_Plot,Red_Earth,Yala,Cash_Crops,Yes,Turmeric,100,Avocado,100,Lemon,81.9,0.95,140.5,76,4.1,286,2,9,290,Medium,1.07,"Passion Fruit, Baby Corn, Broccoli"
Kegalle,hill_country,Beginner,Medium,Small_Plot,Red_Earth,Maha,Herbs,No,Turmeric,86.2,Lemon,73.7,Moringa,70.7,0.776,176.8,76,4.9,277,2,7,315,Medium,1.06,"Baby Corn, Cabbage, Lime"
Kilinochchi,northern,Beginner,Medium,Backyard,Red_Earth,Maha,Fruits,No,Chili,81.6,Eggplant,74.8,Okra,74.8,0.832,98.5,72,1.2,83,2,10,442,Medium,1.18,"Aloe Vera, Moringa, Turmeric"
Jaffna,northern,Intermediate,High,Greenhouse,Alluvial,Maha,Vegetables,Yes,Tomato,66.5,Cherry Tomato,63.3,Brahmi,61.4,0.686,134.6,64,2.1,90,2,5,115,High,0.96,"Bell Pepper, Cucumber, Capsicum"
Jaffna,northern,Beginner,Low,Container,Clay,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.9,121.2,72,2.8,70,2,10,360,Medium,0.91,"Aloe Vera, Ginger, Bell Pepper"
Hambantota,dry_zone,Beginner,Medium,Backyard,Clay,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Aloe Vera,88.2,Moringa,85.7,0.639,123.6,72,2.1,66,2,10,253,Medium,0.84,"Eggplant, Curry Leaves, Turmeric"
Hatton,hill_country,Intermediate,Medium,Small_Plot,Red_Earth,Yala,Leafy_Greens,No,Turmeric,94.8,Avocado,93,Lemon,73.7,0.743,65.7,76,4.2,294,2,10,348,Medium,1.07,"Ashwagandha, Baby Corn, Moringa"
Colombo,coastal,Intermediate,Low,Rooftop,Laterite,Yala,Herbs,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.95,124.7,72,1.1,72,2,10,288,Medium,0.87,"Curry Leaves, Basil, Mint"
Gampaha,coastal,Beginner,Low,Container,Alluvial,Yala,Cash_Crops,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.883,207.4,72,1.6,80,2,10,404,Medium,1,"Cherry Tomato, Tomato, Capsicum"
Ampara,wet_zone,Beginner,High,Small_Plot,Alluvial,Maha,Fruits,No,Turmeric,94.8,Lime,74.8,Moringa,70.7,0.878,51.3,76,2.7,199,2,8,359,Medium,1.17,"Baby Corn, Papaya, Cabbage"
Puttalam,dry_zone,Beginner,Low,Rooftop,Red_Earth,Maha,Herbs,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.896,57.3,70,1.5,102,1,9,386,Low,0.93,"Capsicum, Basil, Coriander"
Hambantota,dry_zone,Beginner,High,Greenhouse,Red_Earth,Yala,Cash_Crops,No,Bell Pepper,59.9,Cherry Tomato,57,Capsicum,52.7,0.64,56.9,64,1.2,100,2,8,350,Medium,1.15,"Basil, Tomato, Cucumber"
Bandarawela,hill_country,Beginner,Medium,Backyard,Laterite,Yala,Vegetables,Yes,Turmeric,100,Ginger,93.2,Lemon,81.9,0.95,46.7,76,2.1,193,2,9,421,Medium,1.13,"Tomato, Baby Corn, Curry Leaves"
Colombo,coastal,Intermediate,High,Small_Plot,Alluvial,Maha,Fruits,Yes,Passion Fruit,100,Moringa,85.7,Avocado,85.2,0.877,66.5,78,3.4,71,3,10,672,Medium,1.07,"Lime, Lemon, Turmeric"
Hambantota,dry_zone,Advanced,Low,Backyard,Clay,Maha,Ayurvedic_Plants,No,Aloe Vera,97,Ashwagandha,97,Moringa,94.2,0.679,138.6,70,1.2,87,1,10,428,Low,1.16,"Curry Leaves, Chili, Pomegranate"
Kalmunai,wet_zone,Beginner,Low,Rooftop,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,74.8,Aloe Vera,72.8,Mint,69.3,0.593,163.7,72,2.5,87,2,10,354,Medium,0.87,"Capsicum, Spinach, Curry Leaves"
Mannar,northern,Beginner,Medium,Rooftop,Clay,Maha,Vegetables,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.772,43.5,72,1.6,88,2,10,254,Medium,1.05,"Curry Leaves, Basil, Mint"
Colombo,coastal,Intermediate,Low,Backyard,Laterite,Yala,Vegetables,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.84,56.7,72,2.8,78,2,10,340,Medium,1.17,"Moringa, Lime, Lemon"
Ella,hill_country,Beginner,Medium,Small_Plot,Loamy,Yala,Herbs,Yes,Turmeric,100,Lemon,81.9,Baby Corn,80.4,0.735,56.7,76,2.7,287,2,10,308,Medium,0.91,"Moringa, Lime, Cabbage"
Puttalam,dry_zone,Intermediate,Medium,Small_Plot,Red_Earth,Yala,Cash_Crops,Yes,Ashwagandha,88.2,Pomegranate,85.7,Moringa,85.7,0.774,88.2,70,3.6,156,3,7,977,Low,1.12,"Turmeric, Avocado, Passion Fruit"
Hatton,hill_country,Intermediate,Low,Rooftop,Laterite,Maha,Leafy_Greens,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.714,71.2,62,2.8,60,2,6,230,Medium,0.86,"Mint, Chili, Aloe Vera"
Kalutara,coastal,Beginner,Medium,Container,Alluvial,Maha,Ayurvedic_Plants,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.659,46.3,72,3,78,2,9,620,Medium,1.15,"Cherry Tomato, Eggplant, Bell Pepper"
Anuradhapura,dry_zone,Intermediate,Low,Rooftop,Clay,Yala,Fruits,Yes,Chili,99.8,Aloe Vera,97,Curry Leaves,75.6,0.912,110.7,72,1.2,84,2,8,602,Medium,1,"Capsicum, Basil, Mint"
Puttalam,dry_zone,Beginner,Low,Container,Clay,Maha,Cash_Crops,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.792,178.1,72,2.9,67,2,8,252,Medium,1.01,"Curry Leaves, Okra, Tomato"
Gampaha,coastal,Intermediate,Low,Backyard,Sandy,Yala,Leafy_Greens,Yes,Chili,99.8,Passion Fruit,98.3,Aloe Vera,97,0.877,96,72,1.8,90,2,8,477,Medium,1.15,"Moringa, Lime, Lemon"
Ratnapura,wet_zone,Beginner,Low,Rooftop,Alluvial,Yala,Fruits,No,Aloe Vera,80,Chili,67.4,Curry Leaves,62.4,0.63,71.7,70,1.1,66,1,10,304,Low,0.93,"Capsicum, Mint, Basil"
Colombo,coastal,Intermediate,High,Greenhouse,Sandy,Maha,Leafy_Greens,Yes,Tomato,88.7,Cherry Tomato,84.4,Bell Pepper,80.6,0.774,60,64,1.6,65,2,10,154,High,1.04,"Cucumber, Capsicum, Basil"
Monaragala,dry_zone,Beginner,Medium,Container,Clay,Maha,Vegetables,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.783,72.2,70,1.8,63,1,10,524,Low,1.16,"Eggplant, Okra, Lemongrass"
Galle,coastal,Advanced,Medium,Backyard,Sandy,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Black Pepper,99.8,Passion Fruit,98.3,0.925,48.6,72,2.5,82,2,10,498,Medium,1.05,"Aloe Vera, Moringa, Lime"
Gampaha,coastal,Beginner,Medium,Backyard,Sandy,Yala,Vegetables,No,Aloe Vera,100,Moringa,94.2,Chili,89.8,0.95,64.8,70,1.4,61,1,10,657,Low,1.16,"Curry Leaves, Okra, Lime"
Matale,hill_country,Intermediate,High,Greenhouse,Red_Earth,Yala,Vegetables,Yes,Bell Pepper,88.7,Cherry Tomato,84.4,Brahmi,81.9,0.914,72.1,64,2.8,92,2,8,308,Medium,1.04,"Tomato, Capsicum, Basil"
Nuwara Eliya,hill_country,Beginner,Low,Rooftop,Laterite,Maha,Herbs,Yes,Capsicum,78.1,Curry Leaves,75.6,Basil,69.3,0.708,114.5,62,2.3,66,2,10,272,Medium,0.84,"Mint, Chili, Aloe Vera"
Kurunegala,dry_zone,Beginner,Low,Container,Clay,Maha,Fruits,Yes,Chili,90.7,Aloe Vera,88.2,Eggplant,83.2,0.856,72.4,72,1.1,70,2,10,477,Medium,1.11,"Curry Leaves, Okra, Tomato"
Ampara,wet_zone,Beginner,High,Small_Plot,Red_Earth,Maha,Leafy_Greens,Yes,Turmeric,100,Lime,83.2,Baby Corn,73.1,0.808,150.7,76,2.5,255,2,9,228,Medium,0.83,"Papaya, Moringa, Cabbage"
Vavuniya,northern,Beginner,Low,Container,Clay,Yala,Ayurvedic_Plants,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.655,110.2,72,1.4,72,2,10,535,Medium,0.91,"Eggplant, Curry Leaves, Bell Pepper"
Galle,coastal,Intermediate,Medium,Small_Plot,Laterite,Maha,Vegetables,Yes,Passion Fruit,98.3,Moringa,85.7,Lime,83.2,0.773,48.8,78,3.1,82,3,10,756,Medium,1.06,"Lemon, Avocado, Mango"
Ampara,wet_zone,Beginner,Low,Backyard,Red_Earth,Maha,Vegetables,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.73,93.1,76,2,198,2,10,549,Medium,1.2,"Lime, Cucumber, Green Beans"
Matara,coastal,Advanced,Medium,Backyard,Sandy,Yala,Fruits,Yes,Chili,99.8,Black Pepper,99.8,Passion Fruit,98.3,0.729,138.5,72,1.1,70,2,10,334,Medium,1,"Aloe Vera, Moringa, Lime"
Kalmunai,wet_zone,Advanced,Low,Backyard,Clay,Maha,Cash_Crops,No,Avocado,93,Passion Fruit,88.5,Turmeric,86.2,0.95,155.7,82,8.2,211,3,10,674,Medium,0.95,"Lime, Aloe Vera, Ashwagandha"
Kalutara,coastal,Intermediate,Medium,Rooftop,Laterite,Yala,Leafy_Greens,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,101.2,70,2,109,1,10,616,Low,1.09,"Capsicum, Basil, Coriander"
Kandy,hill_country,Beginner,Medium,Backyard,Laterite,Maha,Cash_Crops,Yes,Turmeric,95.8,Ginger,93.2,Tomato,88.7,0.95,147.3,76,2.5,272,2,10,392,Medium,1.04,"Lemon, Green Beans, Curry Leaves"
Anuradhapura,dry_zone,Beginner,Medium,Rooftop,Clay,Yala,Cash_Crops,No,Aloe Vera,100,Chili,89.8,Curry Leaves,83.2,0.95,55.5,70,1.7,72,1,9,501,Low,0.84,"Capsicum, Basil, Coriander"
Puttalam,dry_zone,Beginner,Low,Container,Red_Earth,Maha,Leafy_Greens,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.95,213.5,70,2.6,92,1,9,307,Low,0.86,"Eggplant, Okra, Lemongrass"
Galle,coastal,Advanced,High,Greenhouse,Sandy,Maha,Ayurvedic_Plants,No,Dragon Fruit,100,Saffron,100,Vanilla,80.3,0.932,88.3,84,7.6,171,4,10,1115,Medium,1.04,"Cherry Tomato, Cardamom, Bell Pepper"
Polonnaruwa,dry_zone,Beginner,Low,Container,Alluvial,Yala,Leafy_Greens,Yes,Chili,99.8,Aloe Vera,97,Eggplant,75.6,0.725,108.5,72,2,62,2,10,385,Medium,0.81,"Curry Leaves, Okra, Bell Pepper"
Kalutara,coastal,Beginner,Low,Rooftop,Alluvial,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Capsicum,78.1,0.933,58.4,72,2.9,73,2,8,546,Medium,1.17,"Curry Leaves, Basil, Mint"
Kilinochchi,northern,Intermediate,Low,Container,Red_Earth,Yala,Fruits,Yes,Chili,99.8,Eggplant,75.6,Okra,74.8,0.722,43.4,72,2.4,65,2,9,307,Medium,0.91,"Aloe Vera, Bell Pepper, Cherry Tomato"
Matara,coastal,Beginner,Medium,Small_Plot,Laterite,Maha,Leafy_Greens,No,Moringa,94.2,Lime,74.8,Lemon,73.7,0.766,43.6,68,7.8,87,2,10,536,Low,0.96,"Turmeric, Papaya, Neem"
Trincomalee,coastal,Intermediate,Low,Container,Sandy,Maha,Leafy_Greens,Yes,Chili,90.7,Tomato,88.7,Aloe Vera,88.2,0.732,63.9,72,1,78,2,9,687,Medium,1.11,"Cherry Tomato, Eggplant, Bell Pepper"
Batticaloa,coastal,Intermediate,Medium,Backyard,Sandy,Maha,Herbs,Yes,Passion Fruit,98.3,Chili,90.7,Tomato,88.7,0.847,62,78,7.7,94,3,10,452,Medium,0.82,"Aloe Vera, Moringa, Eggplant"
Monaragala,dry_zone,Beginner,Medium,Backyard,Alluvial,Maha,Cash_Crops,No,Aloe Vera,97,Moringa,94.2,Curry Leaves,83.2,0.719,88.2,70,1.4,119,1,10,494,Low,1.08,"Chili, Eggplant, Okra"
Bandarawela,hill_country,Beginner,Low,Container,Laterite,Yala,Fruits,Yes,Ginger,93.2,Bell Pepper,88.7,Cherry Tomato,84.4,0.729,45.2,74,2.2,245,2,10,272,High,1.19,"Tomato, Capsicum, Curry Leaves"
Mannar,northern,Beginner,Medium,Rooftop,Clay,Maha,Leafy_Greens,Yes,Chili,90.7,Aloe Vera,66.2,Capsicum,58.6,0.863,91.1,72,1.6,81,2,10,300,Medium,1.06,"Curry Leaves, Basil, Mint"
Hatton,hill_country,Advanced,Medium,Rooftop,Laterite,Maha,Cash_Crops,No,Curry Leaves,83.2,Aloe Vera,72.8,Capsicum,70.3,0.74,116.1,60,1.8,41,1,10,152,Low,1.09,"Basil, Chili, Coriander"
Ampara,wet_zone,Intermediate,Medium,Rooftop,Alluvial,Yala,Cash_Crops,Yes,Chili,74.8,Aloe Vera,72.8,Mint,63,0.801,71.9,72,1.9,61,2,7,479,Medium,0.86,"Capsicum, Curry Leaves, Spinach"
Colombo,coastal,Beginner,Low,Container,Sandy,Yala,Ayurvedic_Plants,Yes,Chili,99.8,Aloe Vera,97,Bell Pepper,88.7,0.95,159.1,72,2.4,63,2,10,596,Medium,1.17,"Cherry Tomato, Tomato, Capsicum"
Horana,wet_zone,Intermediate,Low,Rooftop,Clay,Yala,Fruits,Yes,Chili,74.8,Aloe Vera,72.8,Mint,69.3,0.795,126.6,72,2,66,2,8,341,Medium,0.84,"Capsicum, Spinach, Curry Leaves"
Mannar,northern,Beginner,Medium,Backyard,Clay,Yala,Leafy_Greens,Yes,Chili,99.8,Turmeric,79,Eggplant,75.6,0.82,180.9,72,2.2,82,2,9,402,Medium,1.12,"Okra, Aloe Vera, Ginger"
Hatton,hill_country,Advanced,Low,Rooftop,Laterite,Yala,Cash_Crops,No,Curry Leaves,83.2,Aloe Vera,80,Capsicum,70.3,0.649,76.9,60,1,60,1,10,148,Low,1.04,"Chili, Basil, Coriander"
Mullaitivu,northern,Advanced,Low,Container,Red_Earth,Maha,Leafy_Greens,Yes,Chili,90.7,Strawberry,90.7,Eggplant,83.2,0.762,126.5,72,1.1,68,2,9,360,Medium,0.84,"Okra, Tomato, Aloe Vera"
Polonnaruwa,dry_zone,Beginner,Medium,Container,Red_Earth,Maha,Herbs,No,Aloe Vera,97,Curry Leaves,83.2,Chili,81.6,0.811,54.3,70,1.6,118,1,10,656,Low,1.15,"Eggplant, Okra, Lemongrass"
Mullaitivu,northern,Intermediate,Low,Backyard,Clay,Yala,Cash_Crops,Yes,Chili,99.8,Pomegranate,85.7,Turmeric,79,0.836,221.6,72,1.1,66,2,10,473,Medium,1.09,"Eggplant, Okra, Aloe Vera"
Mannar,northern,Intermediate,Low,Container,Clay,Yala,Cash_Crops,No,Chili,89.8,Okra,82.3,Aloe Vera,80,0.711,63.8,72,1.4,75,2,10,575,Medium,0.93,"Eggplant, Curry Leaves, Bell Pepper"
